Adult Mortality,BMI,HIV/AIDS,GDP,Income composition of resources,Schooling,Diphtheria,thinness  1-19 years,Life expectancy
518.0,31.4,9.6,1196.1335,0.484,11.1,93.0,6.1,52.1
513.0,3.8,9.0,1281.516,0.479,11.0,95.0,6.4,52.2
52.0,3.2,10.5,1352.38433,0.469,11.0,96.0,6.8,52.3
527.0,29.7,13.4,1173.26212,0.464,10.9,93.0,7.2,51.1
566.0,29.2,18.2,923.136931,0.453,10.8,91.0,7.6,49.4
592.0,28.8,27.3,934.428563,0.447,10.7,88.0,8.0,47.8
633.0,28.3,30.0,918.432717,0.44,10.6,88.0,8.4,46.2
654.0,27.9,34.1,915.775754,0.437,10.7,89.0,8.8,45.3
675.0,27.4,34.8,862.9463118,0.437,10.7,89.0,9.3,44.5
666.0,26.9,34.6,781.5145936,0.439,10.7,9.0,9.7,44.8
648.0,26.4,33.8,63.636279,0.44,10.5,9.0,1.2,45.5
622.0,25.9,32.5,47.89395,0.446,10.4,84.0,1.6,46.4
586.0,25.4,31.2,437.819184,0.443,10.3,78.0,11.1,47.8
543.0,24.9,29.8,474.8197876,0.445,9.6,83.0,11.5,49.3
259.0,27.3,0.9,452.38717,0.427,9.9,52.0,6.5,61.4
329.0,26.7,0.9,458.4651734,0.426,9.9,5.0,6.7,58.1
258.0,26.1,1.1,454.1222236,0.419,9.8,76.0,6.8,61.1
261.0,25.6,1.2,415.361958,0.416,9.6,8.0,7.0,67.0
266.0,25.0,1.5,379.689583,0.406,9.5,77.0,7.2,62.0
272.0,24.5,1.8,327.42597,0.403,9.6,7.0,7.4,59.7
277.0,24.0,2.1,33.667491,0.4,9.7,81.0,7.6,59.2
281.0,23.4,2.4,232.61732,0.394,9.8,75.0,7.7,58.6
286.0,22.9,2.8,21.3733292,0.383,9.9,65.0,7.9,57.9
32.0,22.4,3.0,178.92799,0.377,10.0,6.0,8.1,56.7
316.0,22.0,3.1,168.648254,0.372,10.1,6.0,8.3,55.3
329.0,21.5,3.2,149.4452549,0.335,10.2,31.0,8.5,54.0
42.0,21.1,3.2,133.494518,0.373,10.3,35.0,8.7,50.0
371.0,2.7,3.1,177.285187,0.376,10.4,39.0,8.8,56.0
333.0,2.4,3.1,174.1815473,0.386,10.5,42.0,9.0,51.5
39.0,2.2,3.1,183.4149991,0.338,8.7,46.0,9.2,51.9
138.0,64.8,0.1,1764.97387,0.719,13.4,97.0,5.8,72.7
143.0,63.8,0.1,1764.97387,0.73,13.4,94.0,5.7,72.4
134.0,62.8,0.1,1764.97387,0.735,13.4,96.0,5.7,72.9
133.0,61.8,0.1,1764.97387,0.706,13.7,98.0,5.6,72.9
161.0,6.9,0.1,562.549434,0.756,14.0,98.0,5.6,71.3
132.0,59.9,0.1,1212.56217,0.755,14.3,98.0,5.6,72.8
132.0,59.0,0.1,1296.97353,0.757,14.6,98.0,5.6,72.7
132.0,58.2,0.1,14396.4865,0.757,14.8,98.0,5.5,72.6
132.0,57.4,0.1,1138.56661,0.756,15.1,98.0,5.5,72.5
134.0,56.7,0.1,9344.987518,0.752,15.4,98.0,5.5,72.2
138.0,56.0,0.1,8171.361651,0.748,15.7,98.0,5.5,71.9
141.0,55.3,0.1,586.8364,0.747,15.9,97.0,5.5,71.5
144.0,54.6,0.1,4676.96753,0.74,16.0,95.0,5.6,71.3
146.0,54.0,0.1,375.442638,0.736,15.8,93.0,5.6,71.1
147.0,53.4,0.1,6269.58123,0.732,15.7,94.0,5.6,71.0
148.0,52.8,0.1,7145.628494,0.727,15.5,94.0,5.7,78.0
165.0,62.4,0.1,14252.42853,0.846,16.5,93.0,2.6,73.6
169.0,61.9,0.1,16554.97139,0.841,16.5,93.0,2.6,73.4
178.0,61.4,0.1,15712.82376,0.834,16.4,93.0,2.7,73.0
176.0,6.9,0.1,14341.836,0.83,16.5,93.0,2.7,73.0
18.0,6.5,0.1,14357.73679,0.826,16.7,92.0,2.7,72.8
188.0,6.0,0.1,11984.86857,0.824,16.8,95.0,2.8,72.4
192.0,59.7,0.1,11837.3913,0.825,16.6,98.0,2.8,72.2
224.0,59.3,0.1,14961.56818,0.82,16.5,96.0,2.9,71.1
24.0,59.0,0.1,12297.91535,0.812,16.4,95.0,2.9,72.0
229.0,58.7,0.1,924.642548,0.807,16.4,94.0,3.0,76.0
222.0,58.4,0.1,7863.1629,0.798,16.2,94.0,3.0,78.0
24.0,58.1,0.1,676.966998,0.792,16.3,94.0,3.1,71.6
22.0,57.8,0.1,555.535669,0.78,15.8,94.0,3.2,71.6
22.0,57.5,0.1,4146.987928,0.77,15.3,95.0,3.3,71.4
21.0,57.2,0.1,353.147337,0.757,14.7,95.0,3.3,71.2
2.0,56.9,0.1,3297.35471,0.745,14.0,94.0,3.4,71.6
63.0,61.3,0.1,1199.8223,0.896,13.9,99.0,1.0,82.0
65.0,6.9,0.1,119172.7418,0.892,13.9,99.0,1.0,81.7
68.0,6.5,0.1,113751.85,0.892,13.9,99.0,0.9,81.4
7.0,6.1,0.1,16749.136,0.892,13.9,99.0,0.9,81.1
72.0,59.6,0.1,115761.577,0.894,13.9,99.0,0.9,88.0
73.0,59.2,0.1,14965.361,0.884,13.7,99.0,0.9,86.0
76.0,58.8,0.1,13198.6693,0.888,13.5,99.0,0.9,83.0
8.0,58.4,0.1,114293.8433,0.887,13.5,99.0,0.9,80.0
82.0,57.9,0.1,1618.4928,0.877,13.5,99.0,0.9,79.7
85.0,57.5,0.1,89739.7117,0.88,13.5,99.0,0.9,79.4
9.0,57.0,0.1,8289.69641,0.874,13.5,99.0,1.0,78.8
92.0,56.4,0.1,75716.3518,0.867,13.5,99.0,1.0,78.7
92.0,55.8,0.1,65445.8853,0.865,13.6,98.0,1.0,78.6
95.0,55.2,0.1,5293.64115,0.86,13.5,99.0,1.0,78.3
96.0,54.6,0.1,48179.4285,0.854,13.4,99.0,1.0,78.0
98.0,54.0,0.1,48735.99549,0.848,13.5,99.0,1.0,77.8
22.0,2.5,0.3,41.8575951,0.511,10.3,69.0,7.1,65.5
225.0,2.0,0.3,452.4631926,0.509,10.3,73.0,7.2,65.1
23.0,19.5,0.4,461.723722,0.508,10.3,74.0,7.3,64.7
235.0,19.0,0.4,443.9611,0.506,10.2,7.0,7.4,64.3
241.0,18.5,0.4,454.963464,0.504,10.2,73.0,7.5,63.8
248.0,18.0,0.5,412.739341,0.503,10.2,7.0,7.6,63.3
254.0,17.6,0.5,415.6893226,0.5,9.7,77.0,7.7,62.8
259.0,17.1,0.5,47.733254,0.491,9.4,77.0,7.8,62.3
261.0,16.7,0.6,377.8482928,0.483,9.1,84.0,7.9,61.9
263.0,16.3,0.6,292.157443,0.478,9.0,85.0,8.0,61.4
265.0,15.8,0.6,274.819723,0.473,8.9,85.0,8.1,69.0
267.0,15.4,0.6,245.1235876,0.466,8.7,78.0,8.2,64.0
268.0,15.0,0.7,316.7998965,0.457,8.5,66.0,8.3,59.9
271.0,14.7,0.7,262.2859481,0.462,8.3,62.0,8.5,59.3
276.0,14.3,0.7,278.555732,0.456,8.2,6.0,8.6,58.7
283.0,13.9,0.6,245.939659,0.0,8.0,57.0,8.7,57.9
365.0,19.6,4.8,362.6575444,0.473,10.8,88.0,6.4,58.3
377.0,19.2,5.1,354.7253961,0.466,10.7,91.0,6.5,57.6
394.0,18.8,6.3,332.922339,0.459,10.7,89.0,6.5,56.7
42.0,18.4,8.3,374.51882,0.454,10.7,96.0,6.6,55.3
441.0,18.0,11.2,512.125451,0.444,10.6,97.0,6.7,54.1
462.0,17.6,13.7,458.8681744,0.43,10.2,93.0,6.8,52.9
491.0,17.3,14.9,42.7379657,0.415,9.9,93.0,6.9,51.5
525.0,16.9,16.9,372.842678,0.4,9.6,91.0,7.0,50.0
559.0,16.6,19.3,32.2227274,0.387,9.7,87.0,7.1,48.5
587.0,16.2,21.1,297.6971211,0.377,9.6,99.0,7.3,47.1
66.0,15.9,22.4,28.3673842,0.371,9.7,93.0,7.4,46.0
615.0,15.5,23.4,274.2256294,0.366,10.0,89.0,7.5,45.1
613.0,15.2,24.2,26.152517,0.362,10.3,84.0,7.6,44.6
67.0,14.8,24.7,29.9798977,0.388,10.4,64.0,7.7,44.0
599.0,14.4,25.1,146.7615397,0.387,10.1,9.0,7.9,43.5
588.0,14.1,25.5,153.2594872,0.391,10.7,75.0,8.0,43.1
123.0,4.6,0.1,9643.644683,0.787,13.1,99.0,7.5,75.0
126.0,39.5,0.1,11183.96191,0.783,13.0,97.0,7.6,74.8
128.0,38.5,0.1,1882.27842,0.779,12.9,97.0,7.8,74.6
129.0,37.4,0.1,1779.49641,0.776,12.9,97.0,7.9,74.5
13.0,36.3,0.1,145.1262,0.774,13.0,96.0,8.0,74.3
131.0,35.3,0.1,971.356987,0.764,12.8,96.0,8.2,74.1
131.0,34.4,0.1,7326.744435,0.756,12.6,97.0,8.3,74.0
132.0,33.4,0.1,8513.629541,0.747,12.5,97.0,8.5,73.8
133.0,32.5,0.1,7269.17114,0.736,12.3,97.0,8.7,73.7
134.0,31.6,0.1,6222.982955,0.732,12.7,95.0,8.8,73.6
135.0,3.7,0.1,5593.822995,0.734,12.9,96.0,9.0,73.4
137.0,29.8,0.1,4955.477743,0.731,12.7,95.0,9.2,73.2
138.0,28.8,0.1,4463.675893,0.724,12.1,96.0,9.3,73.1
14.0,27.9,0.1,4167.364387,0.723,12.0,94.0,9.5,72.9
144.0,27.0,0.1,3915.11546,0.725,11.9,96.0,9.7,72.7
149.0,26.0,0.1,445.17471,0.715,11.6,98.0,9.8,72.4
61.0,27.4,0.1,8395.785198,0.701,12.7,99.0,13.6,78.5
62.0,26.2,0.1,7716.2415,0.693,12.7,99.0,13.6,78.2
64.0,25.1,0.1,7112.33575,0.683,12.4,99.0,13.7,77.9
65.0,24.1,0.1,6541.7465,0.675,12.1,99.0,13.8,77.6
67.0,23.1,0.1,6497.55443,0.663,11.8,96.0,13.9,77.3
73.0,22.1,0.1,633.79498,0.653,11.6,96.0,14.0,76.7
75.0,21.2,0.1,597.1659,0.651,11.8,98.0,14.1,76.3
81.0,2.3,0.1,5828.621374,0.641,11.8,98.0,14.2,75.9
82.0,19.5,0.1,52.862285,0.632,11.9,98.0,14.3,75.4
88.0,18.7,0.1,4428.522898,0.622,12.0,98.0,14.3,75.0
93.0,18.0,0.1,3488.493769,0.625,12.1,98.0,14.4,74.3
16.0,17.3,0.1,3853.33348,0.617,12.2,96.0,14.5,73.4
112.0,16.7,0.1,3432.247841,0.601,11.8,98.0,14.6,72.7
124.0,16.2,0.1,32.37239,0.597,12.0,98.0,14.6,71.8
129.0,15.6,0.1,298.67598,0.587,11.8,98.0,14.7,78.0
139.0,15.2,0.1,2182.99711,0.577,11.3,98.0,14.8,69.6
266.0,23.8,1.5,729.725338,0.438,8.4,64.0,7.7,58.2
272.0,23.2,1.6,825.5729915,0.43,8.2,73.0,7.9,57.8
275.0,22.5,1.6,777.659139,0.421,8.0,69.0,8.1,57.3
27.0,21.9,1.5,777.3476868,0.411,7.7,66.0,8.3,57.2
271.0,21.3,1.5,835.88998,0.404,7.5,66.0,8.5,56.8
273.0,2.7,1.5,78.377632,0.396,7.3,73.0,8.8,56.5
276.0,2.2,1.6,697.153124,0.385,7.1,73.0,9.0,56.0
278.0,19.6,1.6,689.6784228,0.36,5.8,74.0,9.2,55.5
282.0,19.0,1.7,595.6368319,0.363,6.4,74.0,9.4,55.0
288.0,18.5,1.8,521.6425796,0.35,6.1,78.0,9.7,54.3
29.0,18.0,1.9,487.942556,0.338,5.8,77.0,9.9,53.6
296.0,17.5,2.0,439.3572924,0.333,5.5,69.0,1.1,52.8
299.0,17.0,2.2,391.791281,0.318,5.2,63.0,1.3,52.0
31.0,16.5,2.3,334.22416,0.308,4.9,61.0,1.5,51.2
34.0,16.1,2.4,36.8473237,0.297,4.6,49.0,1.8,55.0
37.0,15.6,2.5,269.3483829,0.291,4.4,43.0,11.0,49.8
54.0,69.6,0.1,23819.4636,0.853,14.6,97.0,0.8,81.7
55.0,69.2,0.1,2618.92599,0.847,14.3,99.0,0.8,81.4
57.0,68.8,0.1,2393.1888,0.828,14.2,99.0,0.8,81.1
58.0,68.4,0.1,2193.8836,0.821,14.1,99.0,0.8,81.0
59.0,68.0,0.1,22821.847,0.826,14.8,96.0,0.8,87.0
62.0,67.6,0.1,2187.79469,0.819,14.6,76.0,0.8,83.0
63.0,67.1,0.1,2675.58259,0.815,14.4,73.0,0.8,82.0
64.0,66.6,0.1,21928.767,0.813,14.6,72.0,0.7,80.0
65.0,66.1,0.1,19375.5696,0.808,14.4,74.0,0.7,79.6
66.0,65.6,0.1,16671.5672,0.809,14.8,85.0,0.7,79.3
67.0,65.0,0.1,15835.34667,0.805,14.8,92.0,0.7,79.0
69.0,64.5,0.1,1519.5497,0.797,14.2,89.0,0.7,78.7
71.0,63.9,0.1,13689.98999,0.79,13.8,94.0,0.7,78.5
75.0,63.4,0.1,11843.9392,0.786,13.8,95.0,0.7,78.2
79.0,62.8,0.1,1121.78636,0.783,13.7,95.0,0.7,77.8
8.0,62.3,0.1,1139.5651,0.779,13.8,94.0,0.8,77.5
25.0,3.8,0.9,1158.256469,0.513,8.5,73.0,7.8,63.1
26.0,3.1,0.9,1326.66882,0.509,8.5,84.0,8.0,63.0
28.0,29.4,1.1,145.57838,0.501,8.2,8.0,8.1,62.7
29.0,28.8,1.2,1364.283745,0.491,7.8,8.0,8.3,62.5
212.0,28.1,1.2,1393.261593,0.487,7.7,75.0,8.5,62.2
214.0,27.4,1.2,123.383675,0.484,7.6,64.0,8.7,62.0
215.0,26.8,1.2,146.83851,0.476,7.1,64.0,8.9,61.7
217.0,26.1,1.3,1167.535689,0.475,7.2,74.0,9.2,61.4
219.0,25.5,1.3,113.3128,0.475,7.4,75.0,9.4,61.2
221.0,24.8,1.3,944.134851,0.466,7.2,68.0,9.6,69.0
223.0,24.2,1.3,697.7451989,0.461,7.2,71.0,9.8,66.0
224.0,23.6,1.3,62.547286,0.451,6.7,7.0,1.0,64.0
226.0,22.9,1.3,528.586613,0.447,6.6,76.0,1.3,63.0
228.0,22.3,1.2,46.9542322,0.446,6.5,89.0,1.5,62.0
229.0,21.7,1.2,464.229758,0.444,6.5,75.0,1.7,61.0
23.0,21.1,1.1,477.476124,0.443,6.4,51.0,1.9,60.0
146.0,33.3,0.1,9252.11724,0.779,15.2,97.0,6.9,74.6
148.0,32.8,0.1,1153.93822,0.769,14.7,97.0,7.0,74.2
147.0,32.3,0.1,9637.265,0.765,14.7,98.0,7.0,74.1
154.0,31.8,0.1,9291.227619,0.756,14.3,98.0,7.1,73.9
158.0,31.3,0.1,9197.26972,0.748,14.1,98.0,7.1,73.6
163.0,3.7,0.2,8.376432,0.74,14.0,99.0,7.2,73.3
166.0,3.2,0.1,7318.12641,0.734,13.8,99.0,7.3,72.8
166.0,29.7,0.1,83.635,0.728,13.6,99.0,7.4,72.7
161.0,29.1,0.1,6574.654338,0.72,13.5,97.0,7.5,72.9
165.0,28.6,0.1,5695.969327,0.713,13.4,97.0,7.6,71.8
168.0,28.0,0.1,5116.45424,0.704,13.0,97.0,7.7,72.1
168.0,27.5,0.1,5229.876738,0.696,12.8,98.0,7.8,71.9
174.0,26.9,0.1,4623.347642,0.687,12.6,99.0,7.9,71.5
179.0,26.4,0.1,3957.51296,0.683,12.5,88.0,7.9,71.5
177.0,25.8,0.1,3792.182152,0.673,12.2,92.0,8.0,71.5
177.0,25.3,0.1,3861.32414,0.667,12.1,88.0,8.1,71.0
122.0,63.5,0.1,9143.128494,0.758,13.3,87.0,1.5,76.7
122.0,62.8,0.1,1452.27766,0.754,13.1,87.0,1.6,76.6
12.0,62.1,0.1,1298.86766,0.753,12.9,83.0,1.6,76.6
123.0,61.5,0.1,982.532572,0.748,12.7,99.0,1.6,76.3
124.0,6.8,0.1,9834.472689,0.745,12.6,97.0,1.6,76.1
127.0,6.1,0.1,8959.581416,0.739,12.5,95.0,1.6,75.6
13.0,59.4,0.1,7748.12331,0.738,12.5,95.0,1.7,75.7
127.0,58.7,0.1,9689.52887,0.735,12.3,96.0,1.7,75.6
123.0,57.9,0.1,933.341687,0.731,12.3,98.0,1.7,76.0
125.0,57.2,0.1,8767.92258,0.723,12.2,98.0,1.8,75.8
126.0,56.4,0.1,7986.798439,0.719,12.2,98.0,1.8,75.3
124.0,55.7,0.1,7199.59665,0.714,12.1,98.0,1.8,75.4
127.0,54.9,0.1,6751.998987,0.708,11.9,98.0,1.9,75.0
127.0,54.1,0.1,716.8219,0.703,11.6,97.0,1.9,75.0
126.0,53.2,0.1,731.378864,0.7,11.6,97.0,1.9,75.0
129.0,52.4,0.1,672.92113,0.694,11.4,97.0,2.0,74.8
166.0,69.4,0.1,1764.97387,0.637,11.7,72.0,0.2,69.4
164.0,68.7,0.1,1764.97387,0.639,11.7,77.0,0.2,69.4
166.0,68.1,0.1,1764.97387,0.641,11.7,81.0,0.2,69.2
168.0,67.5,0.1,1764.97387,0.64,11.7,81.0,0.2,69.0
169.0,67.0,0.1,1764.97387,0.638,11.7,84.0,0.2,68.9
171.0,66.4,0.1,1764.97387,0.633,11.5,85.0,0.2,68.7
172.0,65.8,0.1,1764.97387,0.629,11.4,91.0,0.2,68.5
174.0,65.2,0.1,1764.97387,0.628,11.2,85.0,0.2,68.4
175.0,64.7,0.1,1764.97387,0.625,11.0,79.0,0.2,68.2
176.0,64.1,0.1,1764.97387,0.622,10.9,67.0,0.2,68.0
178.0,63.6,0.1,1764.97387,0.617,10.7,94.0,0.2,67.9
179.0,63.2,0.1,1764.97387,0.616,10.5,78.0,0.2,67.7
18.0,62.8,0.1,1764.97387,0.612,10.4,92.0,0.2,67.5
21.0,62.4,0.1,1764.97387,0.608,10.2,84.0,0.2,66.2
183.0,62.0,0.1,1764.97387,0.604,10.1,75.0,0.3,67.2
185.0,61.5,0.1,1764.97387,0.0,0.0,85.0,0.3,67.0
222.0,52.7,0.1,3944.1839,0.733,14.8,99.0,2.2,68.8
225.0,51.5,0.1,4181.583321,0.729,14.8,99.0,2.2,68.4
227.0,5.4,0.1,4385.379355,0.72,14.7,98.0,2.2,68.1
231.0,49.2,0.1,4368.82248,0.712,14.7,99.0,2.2,67.8
235.0,48.0,0.1,3769.595255,0.701,14.6,99.0,2.2,67.3
25.0,46.9,0.1,265.353659,0.693,14.3,96.0,2.2,66.3
235.0,45.9,0.1,1717.898761,0.686,13.8,95.0,2.2,66.9
225.0,44.9,0.1,2139.625631,0.673,13.4,96.0,2.2,67.4
26.0,43.9,0.1,1634.81431,0.661,13.0,95.0,2.2,65.9
271.0,43.0,0.1,1334.651896,0.649,12.7,99.0,2.2,65.0
274.0,42.1,0.1,998.8226671,0.637,11.8,99.0,2.3,64.5
284.0,41.3,0.1,797.8377432,0.621,11.2,99.0,2.3,64.0
271.0,4.5,0.1,646.561295,0.609,10.5,98.0,2.4,64.0
263.0,39.8,0.1,571.51883,0.599,10.1,98.0,2.4,63.8
266.0,39.1,0.1,524.145924,0.588,9.4,95.0,2.5,63.2
274.0,38.5,0.1,474.2133361,0.582,8.9,94.0,2.6,62.8
16.0,61.8,0.1,6461.192554,0.804,15.1,89.0,1.8,76.1
17.0,61.3,0.1,7378.345289,0.803,15.1,91.0,1.8,75.9
19.0,6.7,0.1,7186.429787,0.799,15.1,94.0,1.8,75.8
11.0,6.2,0.1,6586.71929,0.797,15.1,94.0,1.9,75.6
113.0,59.7,0.1,7318.742449,0.792,15.1,95.0,1.9,75.4
115.0,59.1,0.1,6682.281158,0.787,15.0,94.0,2.0,75.3
117.0,58.5,0.1,6698.79439,0.785,14.6,92.0,2.0,75.0
121.0,57.8,0.1,7325.73474,0.774,14.2,95.0,2.1,74.6
125.0,57.2,0.1,5957.145693,0.762,13.6,92.0,2.1,74.2
13.0,56.5,0.1,4383.59597,0.751,13.2,9.0,2.2,73.8
133.0,55.7,0.1,3674.617924,0.746,12.8,93.0,2.3,73.6
134.0,55.0,0.1,338.199535,0.74,12.6,93.0,2.3,73.5
134.0,54.2,0.1,2789.1735,0.0,0.0,93.0,2.4,73.5
136.0,53.5,0.1,216.243274,0.0,0.0,93.0,2.5,73.4
136.0,52.7,0.1,199.583957,0.0,0.0,93.0,2.5,73.3
144.0,51.9,0.1,1627.42893,0.0,0.0,93.0,2.6,73.0
95.0,58.5,0.1,2847.285569,0.645,12.1,99.0,6.4,74.3
96.0,57.5,0.1,3154.513484,0.64,12.1,99.0,6.4,74.1
97.0,56.5,0.1,3111.762887,0.634,12.1,99.0,6.4,73.9
99.0,55.5,0.1,294.746728,0.623,11.6,99.0,6.3,73.6
14.0,54.6,0.1,339.91616,0.612,11.2,99.0,6.3,73.3
11.0,53.6,0.1,2834.2472,0.603,10.7,99.0,6.3,72.8
116.0,52.7,0.1,2861.5545,0.596,10.5,99.0,6.4,72.3
123.0,51.7,0.1,2884.94776,0.589,10.3,99.0,6.4,71.8
128.0,5.8,0.1,2494.353552,0.581,10.0,95.0,6.4,71.4
133.0,49.9,0.1,2191.478567,0.575,10.0,97.0,6.4,71.0
137.0,49.1,0.1,213.755559,0.569,9.8,98.0,6.5,77.0
142.0,48.2,0.1,1948.812275,0.561,9.6,97.0,6.5,72.0
146.0,47.3,0.1,1721.973863,0.551,9.3,91.0,6.6,69.9
15.0,46.5,0.1,1413.757176,0.54,8.8,94.0,6.6,69.5
155.0,45.7,0.1,1336.775376,0.53,8.5,96.0,6.7,69.0
16.0,44.8,0.1,1332.382358,0.519,8.0,95.0,6.7,68.6
355.0,22.6,3.9,528.3125597,0.414,9.1,8.0,3.6,57.6
375.0,22.2,4.1,623.2871141,0.409,9.1,79.0,3.6,56.7
46.0,21.8,5.1,65.985681,0.405,9.1,78.0,3.6,55.3
48.0,21.3,6.9,566.513873,0.4,9.2,76.0,3.6,54.8
47.0,2.9,9.6,526.5313517,0.397,9.5,76.0,3.7,54.3
47.0,2.5,10.8,419.2258149,0.39,9.3,74.0,3.7,54.0
4.0,2.1,11.3,463.852618,0.382,9.2,74.0,3.7,53.8
45.0,19.7,12.6,53.127719,0.372,8.8,75.0,3.7,53.2
425.0,19.3,14.1,422.1461573,0.36,8.2,75.0,3.8,52.1
434.0,18.9,16.3,385.7567141,0.353,7.9,78.0,3.8,51.2
434.0,18.5,16.2,369.1545359,0.341,7.3,8.0,3.9,58.0
429.0,18.1,15.9,336.3318145,0.332,7.0,83.0,3.9,54.0
424.0,17.7,15.3,283.8911588,0.318,6.7,85.0,4.0,51.0
416.0,17.3,14.5,262.884551,0.311,6.2,76.0,4.0,49.8
48.0,16.9,13.4,256.4414872,0.298,5.8,73.0,4.1,49.5
43.0,16.5,12.2,277.6486591,0.291,5.4,7.0,4.2,49.0
199.0,23.8,0.3,1194.59137,0.552,9.1,89.0,12.8,66.6
21.0,22.9,0.3,1262.893782,0.547,9.1,88.0,12.9,66.4
22.0,22.1,0.4,1168.83947,0.54,9.1,75.0,12.9,66.2
25.0,21.3,0.5,1171.58257,0.533,9.1,84.0,13.0,65.9
27.0,2.5,0.5,1186.423937,0.526,9.1,84.0,13.0,65.6
29.0,19.8,0.5,987.7365832,0.515,8.8,9.0,13.1,65.4
211.0,19.1,0.6,741.777116,0.504,8.5,9.0,13.1,65.2
296.0,18.3,0.6,643.951373,0.493,8.2,85.0,13.2,59.2
217.0,17.6,0.6,41.451,0.484,8.1,86.0,13.2,64.5
22.0,17.0,0.6,296.97284,0.474,8.0,82.0,13.2,64.2
224.0,16.4,0.5,247.24276,0.465,7.9,73.0,13.2,63.9
228.0,15.7,0.5,219.8156688,0.455,7.8,82.0,13.3,63.5
231.0,15.2,0.5,219.782326,0.445,7.7,78.0,13.3,63.2
235.0,14.6,0.4,143.77651,0.435,7.6,79.0,13.3,62.8
239.0,14.1,0.4,138.9249275,0.427,7.6,73.0,13.3,62.5
243.0,13.6,0.4,193.187484,0.417,7.5,82.0,13.3,62.1
248.0,35.7,2.1,4737.66996,0.637,11.7,92.0,8.2,65.8
242.0,34.9,2.2,5421.343953,0.632,11.7,88.0,8.6,65.9
232.0,34.1,2.5,5488.131712,0.625,11.6,89.0,9.0,66.1
232.0,33.3,3.7,5749.44752,0.619,11.5,84.0,9.5,65.8
268.0,32.5,4.7,56.971392,0.612,11.5,82.0,9.9,64.3
299.0,31.8,6.2,5191.58381,0.604,11.4,83.0,1.4,63.0
36.0,31.0,8.7,4153.497885,0.598,11.4,83.0,1.9,62.4
317.0,3.2,11.7,429.6561,0.589,11.3,83.0,11.5,61.7
356.0,29.4,15.2,422.51968,0.578,11.3,86.0,12.0,60.0
431.0,28.7,19.2,3881.29535,0.57,11.4,86.0,12.6,57.0
477.0,27.9,22.1,3573.146387,0.565,11.6,86.0,13.1,55.1
483.0,27.2,24.0,3288.257373,0.559,11.7,81.0,13.7,54.7
471.0,26.5,24.7,2482.36862,0.554,11.7,79.0,14.2,55.0
452.0,25.8,24.6,1713.47594,0.556,11.8,77.0,14.7,55.7
426.0,25.1,23.9,1834.29486,0.556,11.7,78.0,15.2,56.5
41.0,24.5,22.8,257.99557,0.559,11.5,79.0,15.7,57.4
165.0,19.1,0.1,743.7653489,0.555,12.2,91.0,15.7,69.2
158.0,18.5,0.1,76.2386977,0.551,12.4,92.0,15.9,69.6
162.0,18.0,0.1,688.6172788,0.545,12.3,92.0,16.1,69.3
167.0,17.4,0.2,681.7925868,0.538,12.3,9.0,16.3,68.9
172.0,16.9,0.2,692.1166842,0.529,12.0,92.0,16.5,68.4
178.0,16.4,0.2,592.1835216,0.515,11.1,82.0,16.7,68.0
183.0,15.9,0.2,48.7299,0.502,10.5,89.0,16.9,67.5
189.0,15.4,0.2,473.844449,0.492,10.1,82.0,17.0,67.0
194.0,14.9,0.2,393.8843518,0.486,10.0,82.0,17.2,66.6
21.0,14.4,0.2,348.6314534,0.476,9.6,89.0,17.4,66.0
28.0,13.9,0.2,317.89198,0.469,9.4,75.0,17.6,65.4
218.0,13.4,0.2,287.4156,0.463,9.3,8.0,17.8,64.7
22.0,12.9,0.1,253.72412,0.457,9.2,78.0,18.0,64.3
238.0,12.4,0.1,246.375621,0.447,8.6,72.0,18.2,63.1
23.0,11.9,0.1,248.6183539,0.446,9.0,72.0,18.3,63.2
238.0,11.4,0.1,231.42554,0.439,8.9,74.0,18.5,62.5
57.0,62.1,0.1,44292.88473,0.923,18.1,95.0,1.0,81.9
58.0,61.6,0.1,52157.4687,0.923,18.1,96.0,1.0,81.7
6.0,61.0,0.1,51574.48942,0.922,18.1,97.0,1.0,81.4
62.0,6.5,0.1,49474.7561,0.921,18.1,97.0,1.0,81.1
63.0,59.9,0.1,5354.6536,0.911,17.2,97.0,1.0,81.1
64.0,59.3,0.1,5338.25483,0.906,17.0,97.0,1.0,88.0
65.0,58.6,0.1,519.349,0.906,16.9,97.0,1.0,86.0
68.0,57.9,0.1,56928.8248,0.905,16.8,97.0,1.0,83.0
68.0,57.3,0.1,51241.31562,0.899,16.6,97.0,1.0,82.0
71.0,56.5,0.1,44453.97119,0.893,16.5,96.0,1.0,79.8
72.0,55.8,0.1,41577.169,0.888,16.4,96.0,1.0,79.4
77.0,55.0,0.1,39954.64222,0.885,16.5,98.0,1.0,79.2
8.0,54.2,0.1,35245.1647,0.881,16.5,98.0,1.1,78.7
81.0,53.4,0.1,28817.32321,0.882,16.9,97.0,1.1,78.4
82.0,52.6,0.1,26584.12169,0.878,16.7,97.0,1.1,78.3
84.0,51.8,0.1,25921.12794,0.873,16.5,97.0,1.1,78.1
66.0,67.5,0.1,3821.8937,0.913,19.2,92.0,0.4,81.6
67.0,66.9,0.1,4453.24673,0.91,19.2,93.0,0.4,81.5
69.0,66.4,0.1,42889.88141,0.908,19.3,92.0,0.3,81.3
